Код заказа,Станция старта,Станция финиша,Расчетная дата старта,Плановая дата старта,Время в пути,Мин допустимый объем,Запрошенный объем,Тарифы,Запрошенный тип вагона,Приоритет,Примененный тариф
305474_820345275704_0726,840109,244208,20,20,28,7,7,4115,2032,4,4115
307876_828974275704_0726,844307,244208,20,20,28,2,2,4470,2031,4,4470
302233_821930722203_0726,233400,722203,20,20,28,3,3,59341,2089,3,59341
304670_817978700100_0726,612003,700100,20,20,28,2,2,38426,2087,1,38426
304718_826871547001_0726,290009,547001,20,20,28,3,3,68084,2117,1,68084
303557_815663520901_0726,845403,516200,20,20,29,6,6,14857,2001,4,14857
304382_817366981307_0726,801208,981307,20,20,29,2,2,65826,2255,4,65826
303491_815542954704_0726,602001,954704,20,20,30,4,4,61188,2034,4,61188
303879_816300698502_0726,284101,698502,20,20,30,2,2,55620,2089,1,55620
302631_813814060904_0726,846001,34909,20,20,31,2,2,8837,2024,4,8837
303903_816372954704_0726,597301,954704,20,20,31,4,4,85519,2010,4,85519
303957_826368674103_0726,806803,674103,20,20,31,3,3,38280,2087,4,38280
302600_813756722203_0726,302304,722203,20,20,31,2,2,36621,2340,1,36621
303983_816603704309_0726,280904,704309,20,20,31,2,2,63814,2087,1,63814
307675_827921970001_0726,310202,970001,20,20,31,2,2,68313,2003,1,68313
305150_819005793209_0726,954704,793118,20,20,33,2,2,14968,2039,4,14968
303469_826932980605_0726,220504,980605,20,20,33,2,2,77475,2007,1,77475
303952_826928980605_0726,220504,980605,20,20,33,2,2,77475,2005,1,77475
303983_816608722203_0726,280904,722203,20,20,33,2,2,68466,2087,1,68466
305483_826935988306_0726,194901,988306,20,20,33,2,2,74268,2005,1,74268
305484_826939988306_0726,194901,988306,20,20,33,2,2,74268,2007,1,74268
302640_820915035004_0726,814903,35004,20,20,34,6,6,17195,2001,4,17195
304686_818004722504_0726,290009,722504,20,20,34,4,4,90089,2087,1,90089
302278_813105722203_0726,926403,722203,20,20,35,2,2,75530,2369,4,75530
303540_815626722203_0726,926403,722203,20,20,35,2,2,75530,2354,4,75530
303544_824469722203_0726,926403,722203,20,20,35,2,2,73460,2102,4,73460
303522_815588984700_0726,930305,984700,20,20,36,2,2,-5440,2039,4,-5440
305747_821484947005_0726,883809,947005,20,20,36,2,2,31137,2002,4,31137
302259_813049947005_0726,653200,947005,20,20,37,2,2,40074,2004,4,40074
303888_816333235904_0726,954704,233345,20,20,39,2,2,16201,2033,4,16201
303919_816402320905_0726,926403,320905,20,20,41,2,2,60895,2087,4,60895
305130_818962970406_0726,803307,931401,20,20,43,2,2,46916,2003,4,46916
302201_812941937003_0727,932103,937003,21,21,13,2,2,53514,2039,4,53514
303128_814821893708_0727,891806,893708,21,21,13,2,2,15241,2003,4,15241
303139_830582944702_0727,946801,944702,21,21,13,2,2,8550,2025,4,8550
303528_815602952709_0727,953701,952709,21,21,13,2,2,37603,2032,4,37603
303933_830578944702_0727,946801,944702,21,21,13,2,2,8550,2025,4,8550
303975_816569828501_0727,801405,828501,21,21,13,2,2,30778,2255,4,30778
304753_818142230506_0727,234808,230506,21,21,13,2,2,16138,2002,4,16138
305170_830580944702_0727,946801,944702,21,21,13,2,2,8550,2025,4,8550
303546_815646018409_0727,16403,18409,21,21,13,2,2,30015,2002,2,30015
302269_828700806803_0727,784500,806803,21,21,14,2,2,26277,2011,4,26277
303071_814704942105_0727,946801,942105,21,21,14,2,2,25768,2011,4,25768
303128_814822885100_0727,891806,885100,21,21,14,2,2,16627,2003,4,16627
303865_816265270306_0727,260003,270306,21,21,14,2,2,9749,2003,4,9749
303964_830572942105_0727,946801,942105,21,21,14,2,2,25768,2011,4,25768
304382_817368770300_0727,801208,770300,21,21,14,2,2,17915,2255,4,17915
304726_818083620508_0727,611000,620508,21,21,14,2,2,18306,2003,4,18306
305149_819002942105_0727,946801,942105,21,21,14,2,2,25768,2011,4,25768
303935_816460620508_0727,610506,620508,21,21,14,3,3,26494,2039,3,26494
305197_819125532909_0727,531003,532909,21,21,14,3,3,30525,2031,1,30525
302185_812893282002_0727,271309,282002,21,21,15,2,2,45402,2292,4,45402
302191_830660648908_0727,806708,648908,21,21,15,2,2,31336,2253,4,31336
302191_830663770300_0727,806708,770300,21,21,15,2,2,30558,2253,4,30558
302191_830667828501_0727,806708,828501,21,21,15,5,5,28841,2253,4,28841
302220_812970199407_0727,601102,199407,21,21,15,2,2,15767,2004,4,15767
302584_813718310607_0727,637104,310607,21,21,15,2,2,19416,2005,4,19416
303953_823542594500_0727,644708,594500,21,21,15,2,2,40678,2284,4,40678
304387_817379511404_0727,438406,511404,21,21,15,3,3,34176,2031,4,34176
304708_818043310005_0727,635306,310005,21,21,15,2,2,35893,2291,4,35893
304760_818153220504_0727,250904,220504,21,21,15,2,2,22839,2001,4,22839
304771_818191051905_0727,596309,51905,21,21,15,2,2,48477,2010,4,48477
305157_829857792102_0727,251502,792102,21,21,15,2,2,29181,2254,4,29181
305169_819056654701_0727,767308,654701,21,21,15,2,2,44861,2255,4,44861
306035_822509892103_0727,850401,892103,21,21,15,2,2,25947,2032,4,25947
306195_823079891401_0727,862502,891401,21,21,15,2,2,19620,2003,4,19620
306195_823080882506_0727,862502,882506,21,21,15,2,2,24895,2003,4,24895
302661_813885542703_0727,613608,542703,21,21,15,6,6,34911,2030,3,34911
302661_813887221102_0727,613608,221102,21,21,15,2,2,32006,2031,3,32006
302996_826691300107_0727,285801,300107,21,21,15,2,2,31933,2002,3,31933
304677_817988284101_0727,310109,284101,21,21,15,2,2,9616,2002,3,9616
303117_814794252401_0727,601600,252401,21,21,15,2,2,24195,2004,2,24195
302191_830658243607_0727,806708,243607,21,21,16,2,2,29922,2001,4,29922
303471_821675290403_0727,244208,290403,21,21,16,3,3,28328,2289,4,28328
303506_815565063006_0727,33409,63006,21,21,16,2,2,27980,2004,4,27980
303965_830557644004_0727,513109,644004,21,21,16,2,2,39895,2010,4,39895
304357_817317657705_0727,526005,657705,21,21,16,2,2,26639,2004,4,26639
304756_818145946801_0727,933801,946801,21,21,16,5,5,52021,2033,4,52021
305131_818968657606_0727,582404,657606,21,21,16,2,2,22563,2002,4,22563
306234_823291910000_0727,970001,910000,21,21,16,2,2,33162,2032,4,33162
305139_818977769407_0727,282002,769407,21,21,16,2,2,44341,2277,3,44341
302191_830662613608_0727,806708,613608,21,21,17,2,2,28993,2001,4,28993
303065_814691814208_0727,183409,814208,21,21,17,2,2,43075,2009,4,43075
303111_830570942105_0727,946801,942105,21,21,17,11,11,25768,2011,4,25768
303862_816262048601_0727,436701,48601,21,21,17,2,2,27598,2004,4,27598
303866_825851244208_0727,817102,244208,21,21,17,2,2,34520,2253,4,34520
304395_817402581106_0727,32406,581106,21,21,17,2,2,54611,2001,4,54611
306618_824420510401_0727,235707,510401,21,21,17,2,2,41576,2037,4,41576
303983_816601438506_0727,280904,438506,21,21,17,2,2,24526,2003,1,24526
306556_824227525407_0727,194009,525407,21,21,17,2,2,48993,2254,1,48993
308325_830642850204_0727,763701,850204,21,21,17,3,3,41781,2004,1,41781
302191_830671883809_0727,806708,883809,21,21,18,2,2,57727,2001,4,57727
302230_812999883809_0727,800402,883809,21,21,18,2,2,32484,2256,4,32484
302252_813039535907_0727,196502,535907,21,21,18,2,2,43661,2254,4,43661
302270_813087800205_0727,597706,800205,21,21,18,3,3,22634,2010,4,22634
302574_813699935506_0727,926403,935506,21,21,18,2,2,63319,2004,4,63319
303543_815634817507_0727,596402,817507,21,21,18,2,2,55282,2038,4,55282
303866_825850840109_0727,817102,840109,21,21,18,2,2,44090,2253,4,44090
303866_825853284101_0727,817102,284101,21,21,18,2,2,32575,2253,4,32575
303866_825854237609_0727,817102,237609,21,21,18,2,2,32725,2253,4,32725
303913_816387780800_0727,193805,780800,21,21,18,2,2,45801,2005,4,45801
303919_816400936903_0727,926403,936903,21,21,18,4,4,52881,2087,4,52881
304382_817370285602_0727,801208,285602,21,21,18,2,2,50500,2255,4,50500
304403_817414680509_0727,850308,680509,21,21,18,2,2,32422,2122,4,32422
304730_828548883809_0727,801208,883809,21,21,18,2,2,47606,2290,4,47606
304766_818164770005_0727,581407,770005,21,21,18,2,2,32063,2010,4,32063
305101_818916438506_0727,760900,438506,21,21,18,2,2,38134,2012,4,38134
305180_819086192906_0727,21806,192906,21,21,18,2,2,36619,2007,4,36619
307273_826540587206_0727,48705,587206,21,21,18,2,2,31425,2033,4,31425
307313_826992800008_0727,43504,800008,21,21,18,2,2,36801,2004,4,36801
302218_812966780800_0727,198404,780800,21,21,18,3,3,48898,2006,3,48898
305993_822374280904_0727,510702,280904,21,21,18,4,4,17859,2003,1,17859
301659_811179194507_0727,102901,194507,21,21,19,2,2,47449,2004,4,47449
302180_812880696206_0727,800205,696206,21,21,19,2,2,37385,2089,4,37385
302191_830665521001_0727,806708,521001,21,21,19,2,2,37864,2253,4,37864
302584_813716035508_0727,637104,35508,21,21,19,2,2,32009,2003,4,32009
303513_825987180504_0727,100001,180504,21,21,19,2,2,32466,2011,4,32466
303546_815645191509_0727,16403,191509,21,21,19,2,2,101518,2002,4,101518
303956_816503780603_0727,36801,780603,21,21,19,3,3,47749,2005,4,47749
303960_816517770005_0727,434208,770005,21,21,19,2,2,49632,2010,4,49632
304739_818110853109_0727,644606,853109,21,21,19,2,2,52925,2003,4,52925
305131_818967790408_0727,582404,790408,21,21,19,2,2,18726,2002,4,18726
305194_819122673308_0727,763701,673308,21,21,19,4,4,43248,2116,4,43248
305213_819143520901_0727,271101,520901,21,21,19,3,3,42211,2279,4,42211
306006_822419035809_0727,775408,35809,21,21,19,2,2,16016,2003,4,16016
306165_822927891806_0727,788501,891806,21,21,19,2,2,41056,2040,4,41056
306493_824123673806_0727,654701,673806,21,21,19,2,2,39377,2088,4,39377
306544_824207946801_0727,892103,946801,21,21,19,2,2,89550,2257,4,89550
306625_824436790408_0727,190008,790408,21,21,19,3,3,57046,2042,4,57046
306773_824936831203_0727,194206,831203,21,21,19,2,2,70884,2012,4,70884
307327_826848543301_0727,30701,543301,21,21,19,3,3,42873,2257,4,42873
303456_815463516200_0727,290009,516200,21,21,19,4,4,49615,2003,1,49615
302201_812940950008_0727,932103,950008,21,21,20,2,2,49858,2039,4,49858
302273_813096890004_0727,657606,890004,21,21,20,2,2,34546,2256,4,34546
302277_813102775408_0727,924605,775408,21,21,20,2,2,27492,2003,4,27492
303010_814607890907_0727,248504,890907,21,21,20,2,2,44486,2002,4,44486
303437_815422194300_0727,581801,233345,21,21,20,2,2,30730,2010,4,30730
303546_815644801208_0727,16403,801208,21,21,20,2,2,132689,2002,4,132689
303883_829229696206_0727,805707,696206,21,21,20,6,6,34529,2340,4,34529
303919_816399946801_0727,926403,946801,21,21,20,4,4,46870,2003,4,46870
304715_818067074803_0727,652602,74803,21,21,20,2,2,54030,2006,4,54030
305131_818966850204_0727,582404,850204,21,21,20,2,2,27351,2002,4,27351
305462_820269625605_0727,843408,625605,21,21,20,5,5,20373,2033,4,20373
308302_830603531304_0727,520901,531304,21,21,20,4,4,21739,2010,4,21739
301852_829033770103_0727,525801,770103,21,21,20,7,7,29342,2024,1,29342
308050_829635803307_0727,930004,803307,21,21,20,13,13,58626,2032,1,58626
303525_815599840109_0727,56307,840109,21,21,21,2,2,42974,2290,4,42974
303531_815614184100_0727,434602,200207,21,21,21,2,2,28935,2010,4,28935
303866_825849033502_0727,817102,33502,21,21,21,2,2,38206,2253,4,38206
306153_822885840005_0727,871200,851809,21,21,21,4,4,17261,2004,4,17261
306159_822897840005_0727,871107,851809,21,21,21,3,3,13305,2024,4,13305
306445_824001932902_0727,654701,932902,21,21,21,2,2,42485,2004,4,42485
295565_821946890108_0727,625200,890108,21,21,21,2,2,61142,2039,3,61142
303983_816607320609_0727,280904,320609,21,21,21,2,2,35857,2087,1,35857
306285_823481850204_0727,190008,850204,21,21,21,2,2,54228,2005,1,54228
306286_823492850204_0727,190008,850204,21,21,21,2,2,54228,2007,1,54228
302289_813119850204_0727,38309,850204,21,21,22,2,2,40086,2037,4,40086
302294_813125853109_0727,33409,853109,21,21,22,2,2,51681,2002,4,51681
302694_813956850204_0727,31808,850204,21,21,22,3,3,53689,2005,4,53689
303089_814748230506_0727,767007,233345,21,21,22,2,2,40874,2004,4,40874
304395_817400853109_0727,32406,853109,21,21,22,2,2,43279,2001,4,43279
305154_819014193006_0727,657705,233345,21,21,22,2,2,29512,2291,4,29512
306394_823903853109_0727,33409,853109,21,21,22,3,3,51681,2040,4,51681
307876_828976860206_0727,844307,851809,21,21,22,2,2,18985,2031,4,18985
303552_815653882506_0727,610402,882506,21,21,22,2,2,79113,2009,3,79113
303117_814795888201_0727,601600,888201,21,21,22,2,2,39834,2004,2,39834
302648_813858890004_0727,611509,890004,21,21,22,6,6,65295,2032,1,65295
303879_816304320609_0727,284101,320609,21,21,22,2,2,32312,2089,1,32312
303879_820990096304_0727,284101,96304,21,21,22,2,2,36596,2089,1,36596
302295_813126890907_0727,60302,890907,21,21,23,2,2,47482,2257,4,47482
303493_815546890108_0727,30107,890108,21,21,23,3,3,42873,2030,4,42873
304740_829748803307_0727,262403,804808,21,21,23,2,2,55647,2285,4,55647
304806_818286888004_0727,438302,888004,21,21,23,2,2,73269,2010,4,73269
305099_818908713100_0727,806708,713100,21,21,23,2,2,52071,2337,4,52071
305174_819069942105_0727,946801,931401,21,21,23,2,2,15639,2011,4,15639
305196_819124890108_0727,45603,890108,21,21,23,3,3,43343,2005,4,43343
308270_830483932809_0727,946801,931401,21,21,23,2,2,24761,2011,4,24761
302253_826993890004_0727,193805,890004,21,21,23,3,3,64324,2007,1,64324
304722_827005890004_0727,193805,890004,21,21,23,3,3,64324,2005,1,64324
301831_811987648202_0727,814903,651506,21,21,24,4,4,25396,2001,4,25396
302194_812928892103_0727,932103,888004,21,21,24,2,2,7927,2032,4,7927
302643_813843890907_0727,844307,888004,21,21,24,2,2,14474,2031,4,14474
303023_828551760506_0727,815802,793118,21,21,24,2,2,37566,2290,4,37566
303445_815431657907_0727,830304,635607,21,21,24,2,2,7935,2038,4,7935
303522_815586840005_0727,930305,851809,21,21,24,2,2,19560,2039,4,19560
303522_815595892103_0727,930305,888004,21,21,24,2,2,13446,2039,4,13446
304358_817322870405_0727,793209,851809,21,21,24,2,2,37580,2033,4,37580
304414_830012935703_0727,271309,935703,21,21,24,2,2,54166,2255,4,54166
304679_817990527008_0727,882506,527008,21,21,24,3,3,32948,2025,4,32948
304798_826989675303_0727,270306,675303,21,21,24,2,2,41911,2085,4,41911
305181_819088680509_0727,302507,680509,21,21,24,2,2,67648,2087,4,67648
305620_821010805302_0727,843906,804808,21,21,24,2,2,9317,2031,4,9317
306001_822406035809_0727,887603,35809,21,21,24,11,11,21001,2001,4,21001
306002_822411520901_0727,890108,520901,21,21,24,11,11,23279,2255,4,23279
306020_822457520901_0727,864103,520901,21,21,24,5,5,21913,2003,4,21913
307876_828973890907_0727,844307,888004,21,21,24,2,2,14474,2031,4,14474
303117_814796932809_0727,601600,932809,21,21,24,2,2,50097,2004,2,50097
303983_816598104801_0727,280904,104801,21,21,24,2,2,37892,2003,1,37892
302688_813944048601_0727,438406,31302,21,21,25,2,2,40315,2010,4,40315
303927_816444532203_0727,653003,536308,21,21,25,2,2,50340,2003,4,50340
304760_818149698606_0727,250904,698606,21,21,25,3,3,42742,2085,4,42742
304793_818268211401_0727,793800,200207,21,21,25,11,11,12489,2004,4,12489
306546_826761930108_0727,53506,930108,21,21,25,2,2,70289,2005,4,70289
308211_830437933801_0727,840109,931401,21,21,25,2,2,30873,2081,4,30873
305156_826919927105_0727,193701,927105,21,21,25,2,2,51607,2005,1,51607
305477_826920927105_0727,193701,927105,21,21,25,3,3,51607,2007,1,51607
302194_812929937003_0727,932103,937003,21,21,26,3,3,53514,2032,4,53514
302640_813833520901_0727,814903,525407,21,21,26,11,11,15063,2001,4,15063
303531_815609280100_0727,434602,318609,21,21,26,2,2,33564,2010,4,33564
304343_817299933801_0727,844701,931401,21,21,26,2,2,27784,2031,4,27784
304676_817986285801_0727,761104,318609,21,21,26,2,2,35566,2025,4,35566
305114_818936225902_0727,845403,226500,21,21,26,4,4,13697,2001,4,13697
305621_821013933801_0727,837002,931401,21,21,26,2,2,27784,2031,4,27784
305944_822180933801_0727,836103,931401,21,21,26,2,2,27130,2032,4,27130
306493_824122703908_0727,654701,703908,21,21,26,3,3,45527,2088,4,45527
303116_814788926403_0727,438800,926403,21,21,26,2,2,53830,2004,3,53830
296587_774103926403_0727,874302,931401,21,21,27,2,2,11325,2032,4,11325
303532_815616722400_0727,760900,722400,21,21,27,2,2,45059,2096,4,45059
304395_817398680509_0727,32406,680509,21,21,27,2,2,62630,2087,4,62630
305784_821678926403_0727,873901,931401,21,21,27,2,2,13883,2018,4,13883
306151_822882934908_0727,850505,931401,21,21,27,2,2,21656,2032,4,21656
306158_822893253207_0727,853005,244208,21,21,27,4,4,10394,2003,4,10394
306562_824258935506_0727,36801,935506,21,21,27,2,2,51125,2005,4,51125
303983_816604547001_0727,280904,547001,21,21,27,2,2,47620,2087,1,47620
305103_818925694605_0727,284008,694605,21,21,27,2,2,41020,2087,1,41020
302181_829636546302_0727,790408,546302,21,21,28,2,2,53357,2117,4,53357
303058_814680970406_0727,804206,970406,21,21,28,2,2,71096,2283,4,71096
303947_816483970406_0727,800402,970406,21,21,28,3,3,86844,2256,4,86844
304408_817422226407_0727,946801,226407,21,21,28,2,2,29160,2011,4,29160
305474_820345275704_0727,840109,244208,21,21,28,7,7,4115,2032,4,4115
307876_828974275704_0727,844307,244208,21,21,28,2,2,4470,2031,4,4470
302233_821930722203_0727,233400,722203,21,21,28,3,3,59341,2089,3,59341
304670_817978700100_0727,612003,700100,21,21,28,2,2,38426,2087,1,38426
307947_829307700100_0727,612003,700100,21,21,28,2,2,57599,2123,1,57599
303445_815432010002_0727,830304,34909,21,21,29,2,2,8190,2038,4,8190
303547_815647144508_0727,73406,144508,21,21,29,2,2,40370,2086,4,40370
303557_815663520901_0727,845403,516200,21,21,29,6,6,14857,2001,4,14857
304382_817366981307_0727,801208,981307,21,21,29,2,2,65826,2255,4,65826
302631_813814060904_0727,846001,34909,21,21,31,2,2,8837,2024,4,8837
303903_816372954704_0727,597301,954704,21,21,31,4,4,85519,2010,4,85519
304777_818216747605_0727,891806,747605,21,21,31,3,3,40470,2087,4,40470
303983_816603704309_0727,280904,704309,21,21,31,2,2,63814,2087,1,63814
302600_813748700308_0727,302304,700308,21,21,32,2,2,49089,2340,1,49089
305150_819005793209_0727,954704,793118,21,21,33,2,2,14968,2039,4,14968
302179_812879982403_0727,623008,982403,21,21,33,2,2,94572,2035,3,94572
303937_816468982403_0727,623008,982403,21,21,33,2,2,87597,2012,3,87597
303469_826932980605_0727,220504,980605,21,21,33,2,2,77475,2007,1,77475
303952_826928980605_0727,220504,980605,21,21,33,2,2,77475,2005,1,77475
303983_816608722203_0727,280904,722203,21,21,33,2,2,68466,2087,1,68466
305483_826935988306_0727,194901,988306,21,21,33,2,2,74268,2005,1,74268
305484_826939988306_0727,194901,988306,21,21,33,2,2,74268,2007,1,74268
304686_818004722504_0727,290009,722504,21,21,34,4,4,90089,2087,1,90089
303544_824469722203_0727,926403,722203,21,21,35,2,2,73460,2102,4,73460
303522_815588984700_0727,930305,984700,21,21,36,2,2,-5440,2039,4,-5440
305747_821484947005_0727,883809,947005,21,21,36,2,2,31137,2002,4,31137
303888_816333235904_0727,954704,233345,21,21,39,2,2,16201,2033,4,16201
303919_816402320905_0727,926403,320905,21,21,41,2,2,60895,2087,4,60895
303095_814755991101_0727,954704,931401,21,21,43,2,2,710,2033,4,710
305130_818962970406_0727,803307,931401,21,21,43,2,2,46916,2003,4,46916
303138_814836797500_0728,797303,797500,22,22,12,2,2,28014,2004,4,28014
302201_812941937003_0728,932103,937003,22,22,13,2,2,53514,2039,4,53514
303139_830582944702_0728,946801,944702,22,22,13,2,2,8550,2025,4,8550
303933_830578944702_0728,946801,944702,22,22,13,2,2,8550,2025,4,8550
305170_830580944702_0728,946801,944702,22,22,13,2,2,8550,2025,4,8550
303546_815646018409_0728,16403,18409,22,22,13,2,2,30015,2002,2,30015
304382_817368770300_0728,801208,770300,22,22,14,2,2,17915,2255,4,17915
308264_830468942105_0728,946801,942105,22,22,14,2,2,25768,2011,4,25768
308084_829759306705_0728,264502,306705,22,22,14,11,11,18294,2003,1,18294
302191_830660648908_0728,806708,648908,22,22,15,2,2,31336,2253,4,31336
302191_830663770300_0728,806708,770300,22,22,15,2,2,30558,2253,4,30558
302191_830667828501_0728,806708,828501,22,22,15,5,5,28841,2253,4,28841
303953_823542594500_0728,644708,594500,22,22,15,2,2,40678,2284,4,40678
304387_817379511404_0728,438406,511404,22,22,15,2,2,34176,2031,4,34176
304708_818043310005_0728,635306,310005,22,22,15,2,2,35893,2291,4,35893
304760_818153220504_0728,250904,220504,22,22,15,2,2,22839,2001,4,22839
304771_818191051905_0728,596309,51905,22,22,15,2,2,48477,2010,4,48477
306035_822509892103_0728,850401,892103,22,22,15,2,2,25947,2032,4,25947
307929_829194611509_0728,205608,611509,22,22,15,3,3,41456,2002,4,41456
302661_813885542703_0728,613608,542703,22,22,15,6,6,34911,2030,3,34911
302661_813887221102_0728,613608,221102,22,22,15,2,2,32006,2031,3,32006
303117_814794252401_0728,601600,252401,22,22,15,2,2,24195,2004,2,24195
295685_772290532909_0728,536308,532909,22,22,15,2,2,30435,2003,1,30435
302191_830658243607_0728,806708,243607,22,22,16,2,2,29922,2001,4,29922
303965_830557644004_0728,513109,644004,22,22,16,2,2,39895,2010,4,39895
304357_817317657705_0728,526005,657705,22,22,16,2,2,26639,2004,4,26639
306234_823291910000_0728,970001,910000,22,22,16,2,2,33162,2032,4,33162
306803_830646617806_0728,243309,617806,22,22,16,5,5,60260,2003,1,60260
296521_773944018606_0728,31600,18606,22,22,17,2,2,34200,2002,4,34200
302191_830662613608_0728,806708,613608,22,22,17,2,2,28993,2001,4,28993
303866_825851244208_0728,817102,244208,22,22,17,2,2,34520,2253,4,34520
303866_825855613608_0728,817102,613608,22,22,17,2,2,29001,2253,4,29001
304395_817402581106_0728,32406,581106,22,22,17,2,2,54611,2001,4,54611
304745_818133903204_0728,883809,903204,22,22,17,4,4,23364,2003,4,23364
303935_816461817600_0728,610506,817600,22,22,17,3,3,44145,2039,3,44145
302621_830755610205_0728,65407,610205,22,22,17,6,6,17280,2002,1,17280
303983_816601438506_0728,280904,438506,22,22,17,2,2,24526,2003,1,24526
302191_830671883809_0728,806708,883809,22,22,18,2,2,57727,2001,4,57727
302230_812999883809_0728,800402,883809,22,22,18,2,2,32484,2256,4,32484
302574_813699935506_0728,926403,935506,22,22,18,2,2,63319,2004,4,63319
303038_814644522803_0728,264803,522803,22,22,18,2,2,54329,2268,4,54329
303543_815634817507_0728,596402,817507,22,22,18,2,2,55282,2038,4,55282
303866_825850840109_0728,817102,840109,22,22,18,2,2,44090,2253,4,44090
303866_825853284101_0728,817102,284101,22,22,18,2,2,32575,2253,4,32575
303919_816400936903_0728,926403,936903,22,22,18,4,4,52881,2087,4,52881
304382_817370285602_0728,801208,285602,22,22,18,2,2,50500,2255,4,50500
304403_817414680509_0728,850308,680509,22,22,18,2,2,32422,2122,4,32422
304766_818164770005_0728,581407,770005,22,22,18,2,2,32063,2010,4,32063
305180_819086192906_0728,21806,192906,22,22,18,2,2,36619,2007,4,36619
307313_826992800008_0728,43504,800008,22,22,18,3,3,36801,2004,4,36801
301659_811179194507_0728,102901,194507,22,22,19,2,2,47449,2004,4,47449
302191_830665521001_0728,806708,521001,22,22,19,2,2,37864,2253,4,37864
302191_830668010002_0728,806708,10002,22,22,19,2,2,43411,2253,4,43411
303014_814613680509_0728,860009,680509,22,22,19,2,2,39758,2093,4,39758
303513_825987180504_0728,100001,180504,22,22,19,2,2,32466,2011,4,32466
303956_816503780603_0728,36801,780603,22,22,19,3,3,47749,2005,4,47749
303960_816517770005_0728,434208,770005,22,22,19,2,2,49632,2010,4,49632
304739_818110853109_0728,644606,853109,22,22,19,2,2,52925,2003,4,52925
304776_818215954704_0728,930305,954704,22,22,19,2,2,19560,2039,4,19560
305101_818917523904_0728,760900,523904,22,22,19,2,2,44480,2012,4,44480
305194_819122673308_0728,763701,673308,22,22,19,4,4,43248,2116,4,43248
306493_824123673806_0728,654701,673806,22,22,19,2,2,39377,2088,4,39377
303456_815463516200_0728,290009,516200,22,22,19,4,4,49615,2003,1,49615
302201_812940950008_0728,932103,950008,22,22,20,2,2,49858,2039,4,49858
302277_813102775408_0728,924605,775408,22,22,20,2,2,27492,2003,4,27492
302285_813114803909_0728,38205,803909,22,22,20,2,2,40016,2002,4,40016
303919_816399946801_0728,926403,946801,22,22,20,4,4,46870,2003,4,46870
304323_817268673308_0728,762802,673308,22,22,20,3,3,39412,2096,4,39412
304715_818067074803_0728,652602,74803,22,22,20,2,2,54030,2006,4,54030
305462_820269625605_0728,843408,625605,22,22,20,4,4,20373,2033,4,20373
308302_830603531304_0728,520901,531304,22,22,20,4,4,21739,2010,4,21739
301852_829033770103_0728,525801,770103,22,22,20,7,7,29342,2024,1,29342
303866_825849033502_0728,817102,33502,22,22,21,2,2,38206,2253,4,38206
306153_822885840005_0728,871200,851809,22,22,21,4,4,17261,2004,4,17261
306159_822897840005_0728,871107,851809,22,22,21,3,3,13305,2024,4,13305
306445_824001932902_0728,654701,932902,22,22,21,2,2,42485,2004,4,42485
295565_821946890108_0728,625200,890108,22,22,21,2,2,61142,2039,3,61142
303983_816607320609_0728,280904,320609,22,22,21,2,2,35857,2087,1,35857
304395_817400853109_0728,32406,853109,22,22,22,2,2,43279,2001,4,43279
304790_825280932902_0728,654307,932902,22,22,22,2,2,62120,2003,4,62120
307876_828976860206_0728,844307,851809,22,22,22,2,2,18985,2031,4,18985
303117_814795888201_0728,601600,888201,22,22,22,2,2,39834,2004,2,39834
303879_816298096408_0728,284101,96408,22,22,22,2,2,36596,2089,1,36596
305099_818908713100_0728,806708,713100,22,22,23,2,2,52071,2337,4,52071
302253_826993890004_0728,193805,890004,22,22,23,3,3,64324,2007,1,64324
303983_816605450605_0728,280904,450605,22,22,23,2,2,27768,2087,1,27768
304722_827005890004_0728,193805,890004,22,22,23,3,3,64324,2005,1,64324
302194_812928892103_0728,932103,888004,22,22,24,3,3,7927,2032,4,7927
302655_825268853109_0728,657108,851809,22,22,24,2,2,25772,2003,4,25772
303058_814684948309_0728,804206,948309,22,22,24,2,2,81096,2283,4,81096
303522_815586840005_0728,930305,851809,22,22,24,2,2,19560,2039,4,19560
303531_815607251305_0728,434602,244208,22,22,24,2,2,30616,2010,4,30616
303885_827392948309_0728,803203,948309,22,22,24,2,2,69455,2255,4,69455
303960_816522888004_0728,434208,888004,22,22,24,2,2,69099,2010,4,69099
304730_828549948309_0728,801208,948309,22,22,24,2,2,82821,2290,4,82821
305181_819088680509_0728,302507,680509,22,22,24,2,2,67648,2087,4,67648
306001_822406035809_0728,887603,35809,22,22,24,11,11,21001,2001,4,21001
307876_828973890907_0728,844307,888004,22,22,24,2,2,14474,2031,4,14474
303117_814796932809_0728,601600,932809,22,22,24,2,2,50097,2004,2,50097
303983_816598104801_0728,280904,104801,22,22,24,2,2,37892,2003,1,37892
302631_813812933801_0728,846001,931401,22,22,25,2,2,26454,2024,4,26454
304760_818149698606_0728,250904,698606,22,22,25,3,3,42742,2085,4,42742
303879_816294690002_0728,284101,690002,22,22,25,2,2,36753,2089,1,36753
305103_818924690002_0728,284008,690002,22,22,25,2,2,38163,2087,1,38163
302183_812891926403_0728,434208,926403,22,22,26,2,2,55230,2004,4,55230
302194_812929937003_0728,932103,937003,22,22,26,3,3,53514,2032,4,53514
