Отправление,Прибытие,Тип простоя,Модель вагона,День отправления (от начала расчета),День прибытия (от начала расчета),Количество,Цена порожнего пробега (за вагон),Код следующего заказa,Расчитанный тариф следующего заказа
851809,883809,P,2155,6,14.0,1,15812,304745_818133903204_0728,-
851809,883809,P,2164,6,14.0,1,15812,304745_818133903204_0728,-
931401,883809,P,2052,6,14.0,1,41057,304745_818133903204_0728,-
242202,610506,P,2043,6,14.0,1,11688,303935_816461817600_0728,-
635607,610506,P,2158,6,14.0,1,18256,303935_816461817600_0728,-
603803,610506,P,2070,6,13.0,1,8401,303935_816461817600_0728,-
199708,65407,P,2061,6,14.0,1,6440,302621_830755610205_0728,-
255409,65407,P,2070,6,16.0,1,37551,302621_830755610205_0728,-
199708,65407,P,2052,6,14.0,1,6440,302621_830755610205_0728,-
199708,65407,P,2052,6,14.0,1,6440,302621_830755610205_0728,-
199708,65407,P,2052,6,14.0,1,6440,302621_830755610205_0728,-
194403,65407,P,2052,6,14.0,1,10542,302621_830755610205_0728,-
780707,280904,P,2070,5,14.0,1,29926,303983_816601438506_0728,-
780707,280904,P,2070,5,14.0,1,29926,303983_816601438506_0728,-
696206,806708,P,2155,1,15.0,1,15342,302191_830671883809_0728,-
696206,806708,P,2061,1,15.0,1,15342,302191_830671883809_0728,-
828501,800402,P,2052,16,22.0,1,5553,302230_812999883809_0728,-
780707,800402,P,2146,5,11.0,1,4864,302230_812999883809_0728,-
888004,926403,P,2137,6,15.0,1,33117,302574_813699935506_0728,-
910000,926403,P,2137,6,17.0,1,8470,302574_813699935506_0728,-
780707,264803,P,2043,5,14.0,1,30779,303038_814644522803_0728,-
803909,264803,P,2070,5,15.0,1,19195,303038_814644522803_0728,-
800101,596402,P,2061,5,16.0,1,45214,303543_815634817507_0728,-
798400,596402,P,2052,6,19.0,1,69110,303543_815634817507_0728,-
722504,817102,P,2052,0,16.0,1,18033,303866_825850840109_0728,-
720000,817102,P,2146,0,16.0,1,28692,303866_825850840109_0728,-
723507,817102,P,2043,0,16.0,1,29741,303866_825853284101_0728,-
723507,817102,P,2052,0,16.0,1,29741,303866_825853284101_0728,-
984502,926403,P,2061,6,22.0,1,32115,303919_816400936903_0728,-
932809,926403,P,2070,6,15.0,1,33915,303919_816400936903_0728,-
984502,926403,P,2070,6,22.0,1,32115,303919_816400936903_0728,-
984502,926403,P,2070,6,22.0,1,32115,303919_816400936903_0728,-
804808,801208,P,2146,5,10.0,1,1412,304382_817370285602_0728,-
851809,801208,P,2041,6,15.0,1,33915,304382_817370285602_0728,-
547001,581407,P,2071,5,19.0,1,16033,304766_818164770005_0728,-
546808,581407,P,2164,5,19.0,1,38178,304766_818164770005_0728,-
225902,21806,P,2153,4,14.0,1,25457,305180_819086192906_0728,-
250707,21806,P,2141,4,16.0,1,41670,305180_819086192906_0728,-
200207,43504,P,2070,6,15.0,1,14570,307313_826992800008_0728,-
200207,43504,P,2052,6,15.0,1,14570,307313_826992800008_0728,-
233345,43504,P,2070,6,14.0,1,10225,307313_826992800008_0728,-
150509,102901,P,2061,5,15.0,1,24222,301659_811179194507_0728,-
793118,102901,P,2043,6,21.0,1,41736,301659_811179194507_0728,-
696206,806708,P,2061,1,15.0,1,15342,302191_830665521001_0728,-
713609,806708,P,2070,1,18.0,1,22704,302191_830665521001_0728,-
696206,806708,P,2041,1,15.0,1,15342,302191_830668010002_0728,-
696206,806708,P,2052,1,15.0,1,15342,302191_830668010002_0728,-
851809,860009,P,2091,6,13.0,1,11911,303014_814613680509_0728,-
851809,860009,P,2070,6,13.0,1,11911,303014_814613680509_0728,-
793118,100001,P,2070,6,21.0,1,41736,303513_825987180504_0728,-
233345,36801,P,2146,7,16.0,1,23613,303956_816503780603_0728,-
233345,36801,P,2071,7,16.0,1,23613,303956_816503780603_0728,-
180608,36801,P,2068,7,17.0,1,19905,303956_816503780603_0728,-
546808,434208,P,2070,5,21.0,1,45841,303960_816517770005_0728,-
546704,434208,P,2052,5,21.0,1,67166,303960_816517770005_0728,-
851809,644606,P,2053,6,18.0,1,55919,304739_818110853109_0728,-
804808,644606,P,2070,6,14.0,1,23613,304739_818110853109_0728,-
984502,930305,P,2052,6,22.0,1,33426,304776_818215954704_0728,-
984502,930305,P,2052,6,22.0,1,33426,304776_818215954704_0728,-
790003,760900,P,2050,6,14.0,1,13040,305101_818917523904_0728,-
794201,760900,P,2146,6,13.0,1,6893,305101_818917523904_0728,-
780800,763701,P,2070,6,12.0,1,7774,305194_819122673308_0728,-
770005,763701,P,2071,6,13.0,1,10464,305194_819122673308_0728,-
803909,763701,P,2070,6,13.0,1,24219,305194_819122673308_0728,-
803909,763701,P,2070,6,13.0,1,24219,305194_819122673308_0728,-
851809,654701,P,2068,6,17.0,1,43470,306493_824123673806_0728,-
851809,290009,P,2070,6,20.0,1,64811,303456_815463516200_0728,-
851809,290009,P,2070,6,20.0,1,64811,303456_815463516200_0728,-
851809,290009,P,2070,6,20.0,1,64811,303456_815463516200_0728,-
851809,290009,P,2070,6,20.0,1,64811,303456_815463516200_0728,-
944702,932103,P,2070,13,22.0,1,33117,302201_812940950008_0728,-
944702,932103,P,2070,13,22.0,1,33117,302201_812940950008_0728,-
984502,924605,P,2052,6,22.0,1,33426,302277_813102775408_0728,-
932705,924605,P,2089,6,15.0,1,26599,302277_813102775408_0728,-
233345,38205,P,2052,6,15.0,1,23613,302285_813114803909_0728,-
233345,38205,P,2043,6,15.0,1,23613,302285_813114803909_0728,-
888004,926403,P,2068,6,15.0,1,33117,303919_816399946801_0728,-
843200,926403,P,2070,6,17.0,1,49073,303919_816399946801_0728,-
974303,926403,P,2070,6,21.0,1,26861,303919_816399946801_0728,-
927105,926403,P,2061,6,13.0,1,9777,303919_816399946801_0728,-
803909,762802,P,2164,6,14.0,1,29494,304323_817268673308_0728,-
803909,762802,P,2164,6,14.0,1,29494,304323_817268673308_0728,-
803909,762802,P,2164,6,14.0,1,29494,304323_817268673308_0728,-
520901,652602,P,2135,4,15.0,1,49073,304715_818067074803_0728,-
520901,652602,P,2135,4,15.0,1,49073,304715_818067074803_0728,-
851809,843408,P,2059,6,14.0,1,13321,305462_820269625605_0728,-
851809,843408,P,2071,6,14.0,1,13321,305462_820269625605_0728,-
851809,843408,P,2071,6,14.0,1,13321,305462_820269625605_0728,-
851809,843408,P,2140,6,14.0,1,13321,305462_820269625605_0728,-
614206,525801,P,2050,6,14.0,1,9277,301852_829033770103_0728,-
614206,525801,P,2052,6,14.0,1,9277,301852_829033770103_0728,-
525407,525801,P,2155,6,11.0,1,1596,301852_829033770103_0728,-
525407,525801,P,2061,6,11.0,1,1596,301852_829033770103_0728,-
525407,525801,P,2061,6,11.0,1,1596,301852_829033770103_0728,-
614206,525801,P,2068,6,14.0,1,9277,301852_829033770103_0728,-
525407,525801,P,2052,6,11.0,1,1596,301852_829033770103_0728,-
726100,817102,P,2071,0,17.0,1,32109,303866_825849033502_0728,-
747605,817102,P,2059,0,18.0,1,30241,303866_825849033502_0728,-
851809,871200,P,2070,6,12.0,1,6809,306153_822885840005_0728,-
851809,871200,P,2070,6,12.0,1,6809,306153_822885840005_0728,-
851809,871200,P,2070,6,12.0,1,6809,306153_822885840005_0728,-
851809,871200,P,2070,6,12.0,1,6809,306153_822885840005_0728,-
851809,871107,P,2052,6,12.0,1,6327,306159_822897840005_0728,-
851809,871107,P,2052,6,12.0,1,6327,306159_822897840005_0728,-
851809,871107,P,2061,6,12.0,1,6327,306159_822897840005_0728,-
603803,654701,P,2052,6,15.0,1,15555,306445_824001932902_0728,-
625107,625200,P,2052,17,22.0,1,371,295565_821946890108_0728,-
525407,625200,P,2052,6,15.0,1,30779,295565_821946890108_0728,-
851809,280904,P,2061,6,19.0,1,59462,303983_816607320609_0728,-
851809,280904,P,2070,6,19.0,1,59462,303983_816607320609_0728,-
613608,32406,P,2135,5,15.0,1,41670,304395_817400853109_0728,-
613608,32406,P,2135,5,15.0,1,41670,304395_817400853109_0728,-
603803,654307,P,2050,6,16.0,1,18283,304790_825280932902_0728,-
525407,654307,P,2052,6,18.0,1,50705,304790_825280932902_0728,-
851809,844307,P,2043,6,13.0,1,9777,307876_828976860206_0728,-
851809,844307,P,2070,6,13.0,1,9777,307876_828976860206_0728,-
614206,601600,P,2070,6,14.0,1,6486,303117_814795888201_0728,-
614206,601600,P,2070,6,14.0,1,6486,303117_814795888201_0728,-
851809,284101,P,2052,6,19.0,1,64972,303879_816298096408_0728,-
280007,284101,P,2052,6,12.0,1,7774,303879_816298096408_0728,-
709406,806708,P,2061,1,16.0,1,17768,305099_818908713100_0728,-
699204,806708,P,2068,1,18.0,1,26472,305099_818908713100_0728,-
520901,193805,P,2153,4,15.0,1,35640,302253_826993890004_0728,-
520901,193805,P,2153,4,15.0,1,35640,302253_826993890004_0728,-
520901,193805,P,2162,4,15.0,1,35640,302253_826993890004_0728,-
851809,280904,P,2070,6,19.0,1,59462,303983_816605450605_0728,-
851809,280904,P,2070,6,19.0,1,59462,303983_816605450605_0728,-
525407,193805,P,2164,6,16.0,1,33915,304722_827005890004_0728,-
648503,193805,P,2068,6,15.0,1,31582,304722_827005890004_0728,-
851809,193805,P,2164,6,20.0,1,67050,304722_827005890004_0728,-
944702,932103,P,2070,13,22.0,1,33117,302194_812928892103_0728,-
944702,932103,P,2070,13,22.0,1,33117,302194_812928892103_0728,-
944702,932103,P,2070,13,22.0,1,33117,302194_812928892103_0728,-
520901,657108,P,2070,6,17.0,1,47403,302655_825268853109_0728,-
520901,657108,P,2052,6,17.0,1,47403,302655_825268853109_0728,-
635607,804206,P,2070,6,14.0,1,27867,303058_814684948309_0728,-
648503,804206,P,2061,6,15.0,1,13443,303058_814684948309_0728,-
911501,930305,P,2140,6,19.0,1,10089,303522_815586840005_0728,-
800205,930305,P,2052,6,19.0,1,62913,303522_815586840005_0728,-
520901,434602,P,2052,6,15.0,1,31948,303531_815607251305_0728,-
794305,434602,P,2049,6,18.0,1,44877,303531_815607251305_0728,-
648503,803203,P,2070,6,14.0,1,24664,303885_827392948309_0728,-
793118,803203,P,2043,6,12.0,1,6026,303885_827392948309_0728,-
843200,434208,P,2052,6,21.0,1,54117,303960_816522888004_0728,-
851809,434208,P,2061,6,21.0,1,50550,303960_816522888004_0728,-
927105,801208,P,2052,6,19.0,1,69110,304730_828549948309_0728,-
851809,801208,P,2061,6,15.0,1,33915,304730_828549948309_0728,-
851809,302507,P,2070,6,19.0,1,64972,305181_819088680509_0728,-
851809,302507,P,2070,6,19.0,1,64972,305181_819088680509_0728,-
970001,887603,P,2135,1,18.0,1,34984,306001_822406035809_0728,-
981307,887603,P,2153,2,20.0,1,14037,306001_822406035809_0728,-
974303,887603,P,2141,2,20.0,1,43923,306001_822406035809_0728,-
974303,887603,P,2153,2,20.0,1,43923,306001_822406035809_0728,-
974303,887603,P,2153,2,20.0,1,43923,306001_822406035809_0728,-
974303,887603,P,2135,2,20.0,1,43923,306001_822406035809_0728,-
960103,887603,P,2135,2,18.0,1,34737,306001_822406035809_0728,-
981307,887603,P,2141,2,20.0,1,14037,306001_822406035809_0728,-
970001,887603,P,2135,2,19.0,1,34984,306001_822406035809_0728,-
988306,887603,P,2153,2,20.0,1,34763,306001_822406035809_0728,-
980605,887603,P,2141,2,20.0,1,37489,306001_822406035809_0728,-
890907,844307,P,2137,6,14.0,1,26679,307876_828973890907_0728,-
851809,844307,P,2146,6,13.0,1,9777,307876_828973890907_0728,-
635607,601600,P,2070,6,13.0,1,15436,303117_814796932809_0728,-
635607,601600,P,2070,6,13.0,1,15436,303117_814796932809_0728,-
851809,280904,P,2052,6,19.0,1,59462,303983_816598104801_0728,-
851809,280904,P,2052,6,19.0,1,59462,303983_816598104801_0728,-
851809,846001,P,2052,6,13.0,1,9777,302631_813812933801_0728,-
890907,846001,P,2053,6,14.0,1,25752,302631_813812933801_0728,-
520901,250904,P,2162,4,15.0,1,43470,304760_818149698606_0728,-
520901,250904,P,2162,4,15.0,1,43470,304760_818149698606_0728,-
797801,250904,P,2153,5,16.0,1,23237,304760_818149698606_0728,-
851809,284101,P,2059,6,19.0,1,64972,303879_816294690002_0728,-
851809,284101,P,2155,6,19.0,1,64972,303879_816294690002_0728,-
851809,284008,P,2155,6,19.0,1,57504,305103_818924690002_0728,-
851601,284008,P,2070,6,19.0,1,62913,305103_818924690002_0728,-
510401,434208,P,2070,6,14.0,1,25752,302183_812891926403_0728,-
635607,434208,P,2155,6,15.0,1,29926,302183_812891926403_0728,-
944702,932103,P,2070,13,22.0,1,33117,302194_812929937003_0728,-
984502,932103,P,2155,6,22.0,1,30793,302194_812929937003_0728,-
984502,932103,P,2050,6,22.0,1,30793,302194_812929937003_0728,-
780209,814903,P,2135,4,12.0,1,13018,302640_813833520901_0728,-
780209,814903,P,2135,4,12.0,1,13018,302640_813833520901_0728,-
850505,814903,P,2135,4,15.0,1,27337,302640_813833520901_0728,-
831203,814903,P,2144,4,13.0,1,33915,302640_813833520901_0728,-
843200,814903,P,2135,5,17.0,1,37755,302640_813833520901_0728,-
843200,814903,P,2135,5,17.0,1,37755,302640_813833520901_0728,-
242109,814903,P,2141,5,15.0,1,28161,302640_813833520901_0728,-
831203,814903,P,2135,5,14.0,1,33915,302640_813833520901_0728,-
830304,814903,P,2153,5,14.0,1,30017,302640_813833520901_0728,-
636101,814903,P,2153,5,13.0,1,24546,302640_813833520901_0728,-
780800,814903,P,2141,5,13.0,1,16234,302640_813833520901_0728,-
935703,845600,P,2070,6,19.0,1,35089,303081_814715648503_0728,-
927105,845600,P,2043,6,17.0,1,49073,303081_814715648503_0728,-
828501,761104,P,2070,6,14.0,1,13040,304676_817987285801_0728,-
803909,761104,P,2052,6,14.0,1,26897,304676_817987285801_0728,-
888004,845403,P,2141,5,14.0,1,23470,305114_818936225902_0728,-
943701,845403,P,2135,5,19.0,1,46606,305114_818936225902_0728,-
946801,845403,P,2162,5,19.0,1,55248,305114_818936225902_0728,-
946801,845403,P,2135,5,19.0,1,55248,305114_818936225902_0728,-
946801,845403,P,2141,5,19.0,1,55248,305114_818936225902_0728,-
946801,845403,P,2153,5,19.0,1,55248,305114_818936225902_0728,-
801208,845403,P,2144,5,14.0,1,31948,305114_818936225902_0728,-
801208,845403,P,2144,5,14.0,1,31948,305114_818936225902_0728,-
890004,845403,P,2153,5,14.0,1,29926,305114_818936225902_0728,-
927105,845403,P,2153,5,17.0,1,50705,305114_818936225902_0728,-
851809,837002,P,2052,6,13.0,1,15436,305621_821013933801_0728,-
831203,837002,P,2052,6,14.0,1,8972,305621_821013933801_0728,-
888004,836103,P,2164,6,15.0,1,23470,305944_822180933801_0728,-
716908,836103,P,2058,6,21.0,1,12850,305944_822180933801_0728,-
536308,654701,P,2070,6,17.0,1,43432,306493_824122703908_0728,-
536308,654701,P,2070,6,17.0,1,43432,306493_824122703908_0728,-
536308,654701,P,2070,6,17.0,1,43432,306493_824122703908_0728,-
950101,874302,P,2070,6,22.0,1,58426,296587_774103926403_0728,-
950101,874302,P,2164,6,22.0,1,58426,296587_774103926403_0728,-
217709,32406,P,2070,6,15.0,1,31948,304395_817398680509_0728,-
625107,32406,P,2070,6,17.0,1,32295,304395_817398680509_0728,-
936903,873901,P,2043,6,18.0,1,37755,305784_821678926403_0728,-
936903,873901,P,2043,6,18.0,1,37755,305784_821678926403_0728,-
936903,850505,P,2155,6,18.0,1,38868,306151_822882934908_0728,-
936903,850505,P,2052,6,18.0,1,38868,306151_822882934908_0728,-
936903,853005,P,2052,6,18.0,1,39942,306158_822893253207_0728,-
936903,853005,P,2052,6,18.0,1,39942,306158_822893253207_0728,-
930108,853005,P,2061,6,17.0,1,43470,306158_822893253207_0728,-
936903,853005,P,2044,6,18.0,1,39942,306158_822893253207_0728,-
984502,946801,P,2155,6,20.0,1,50835,302258_813045318401_0728,-
984502,946801,P,2155,6,20.0,1,50835,302258_813045318401_0728,-
816203,769604,P,2062,6,14.0,1,19057,304379_828989547105_0728,-
816203,769604,P,2071,6,14.0,1,19057,304379_828989547105_0728,-
794305,262403,P,2050,6,16.0,1,35640,304740_829745862305_0728,-
607607,262403,P,2071,6,13.0,1,12324,304740_829745862305_0728,-
936903,844307,P,2070,6,19.0,1,42473,307876_828974275704_0728,-
936903,844307,P,2070,6,19.0,1,42473,307876_828974275704_0728,-
516200,233400,P,2052,6,15.0,1,22820,302233_821930722203_0728,-
644004,233400,P,2052,6,14.0,1,11467,302233_821930722203_0728,-
527008,233400,P,2052,6,15.0,1,35640,302233_821930722203_0728,-
781701,804102,P,2155,6,13.0,1,5601,302636_813827982102_0728,-
936903,804102,P,2068,6,21.0,1,59674,302636_813827982102_0728,-
803909,801208,P,2052,6,12.0,1,4962,304382_817366981307_0728,-
803909,801208,P,2052,6,12.0,1,4962,304382_817366981307_0728,-
974303,930305,P,2070,6,21.0,1,28171,303522_815596615500_0728,-
916100,930305,P,2071,6,19.0,1,6075,303522_815596615500_0728,-
804808,806803,P,2070,6,12.0,1,5205,303957_826368674103_0728,-
936903,806803,P,2062,6,22.0,1,62616,303957_826368674103_0728,-
936903,806803,P,2164,6,22.0,1,62616,303957_826368674103_0728,-
305100,280904,P,2070,6,14.0,1,24664,303983_816603704309_0728,-
305100,280904,P,2070,6,14.0,1,24664,303983_816603704309_0728,-
305100,302304,P,2070,6,13.0,1,12742,302600_813748700308_0728,-
305100,302304,P,2070,6,13.0,1,12742,302600_813748700308_0728,-
536308,611509,P,2070,6,14.0,1,21002,302648_813852970001_0728,-
536308,611509,P,2070,6,14.0,1,21002,302648_813852970001_0728,-
527008,611509,P,2070,6,14.0,1,18256,302648_813852970001_0728,-
76103,611509,P,2052,6,17.0,1,49073,302648_813852970001_0728,-
520901,611509,P,2067,6,14.0,1,19054,302648_813852970001_0728,-
607607,611509,P,2155,6,14.0,1,9966,302648_813852970001_0728,-
520901,623008,P,2053,6,14.0,1,25752,303937_816468982403_0728,-
607607,623008,P,2140,6,13.0,1,7474,303937_816468982403_0728,-
607607,623008,P,2164,6,13.0,1,7474,303937_816468982403_0728,-
520901,220504,P,2141,4,13.0,1,33117,303469_826932980605_0728,-
520901,220504,P,2141,4,13.0,1,33117,303469_826932980605_0728,-
607607,220504,P,2050,6,14.0,1,8972,303952_826928980605_0728,-
567607,220504,P,2164,6,22.0,1,61288,303952_826928980605_0728,-
312208,280904,P,2070,6,14.0,1,32064,303983_816608722203_0728,-
35809,280904,P,2067,6,15.0,1,32591,303983_816608722203_0728,-
607607,194901,P,2146,6,13.0,1,11026,305483_826935988306_0728,-
607607,194901,P,2164,6,13.0,1,11026,305483_826935988306_0728,-
180608,194901,P,2135,5,11.0,1,2293,305484_826939988306_0728,-
180608,194901,P,2135,5,11.0,1,2293,305484_826939988306_0728,-
35809,290009,P,2070,6,15.0,1,32591,304686_818004722504_0728,-
35809,290009,P,2070,6,15.0,1,32591,304686_818004722504_0728,-
760309,290009,P,2068,6,16.0,1,26822,304686_818004722504_0728,-
780800,290009,P,2155,6,17.0,1,45214,304686_818004722504_0728,-
974002,926403,P,2061,6,21.0,1,25550,303540_815626722203_0728,-
974002,926403,P,2070,6,21.0,1,25550,303540_815626722203_0728,-
974002,926403,P,2070,6,21.0,1,25550,303540_815626722203_0728,-
974002,926403,P,2070,6,21.0,1,25550,303544_824469722203_0728,-
984502,926403,P,2062,6,22.0,1,32115,303544_824469722203_0728,-
916100,930305,P,2044,6,19.0,1,6075,303522_815588984700_0728,-
974002,930305,P,2052,6,21.0,1,28171,303522_815588984700_0728,-
781701,284101,P,2052,6,15.0,1,52510,303879_816303719605_0728,-
35809,284101,P,2043,6,16.0,1,38437,303879_816303719605_0728,-
927105,814903,P,2153,5,20.0,1,25431,302640_813832400907_0728,-
851207,814903,P,2159,5,16.0,1,32295,302640_813832400907_0728,-
850204,814903,P,2153,5,16.0,1,32295,302640_813832400907_0728,-
984502,954704,P,2164,6,16.0,1,7558,303888_816333235904_0728,-
984502,954704,P,2050,6,16.0,1,7558,303888_816333235904_0728,-
984502,926403,P,2070,6,22.0,1,32115,303919_816402320905_0728,-
984502,926403,P,2070,6,22.0,1,32115,303919_816402320905_0728,-
804808,803307,P,2052,6,11.0,1,1117,305130_818962970406_0728,-
814104,803307,P,2052,6,14.0,1,14694,305130_818962970406_0728,-
780800,814903,P,2135,5,13.0,1,16234,301831_811990980003_0728,-
927105,814903,P,2135,5,20.0,1,25431,301831_811990980003_0728,-
890004,814903,P,2135,5,18.0,1,30560,301831_811990980003_0728,-
850204,814903,P,2153,5,16.0,1,32295,301831_811990980003_0728,-
638003,637104,P,2070,22,27,1,2486,-,-
638003,637104,P,2070,22,27,1,2486,-,-
18409,19007,P,2052,22,27,1,965,-,-
18409,19007,P,2043,22,27,1,965,-,-
18409,19007,P,2052,22,27,1,965,-,-
18409,19007,P,2052,22,27,1,965,-,-
18409,19007,P,2052,22,27,1,965,-,-
18409,19007,P,2052,22,27,1,965,-,-
993304,932103,P,2070,4,23.0,1,29514,302201_812941937003_0729,-
974002,932103,P,2052,6,21.0,1,25550,302201_812941937003_0729,-
814104,657606,P,2052,6,14.0,1,18256,302273_813097644803_0729,-
520901,657606,P,2052,6,16.0,1,39425,302273_813097644803_0729,-
942105,946801,P,2070,16,23.0,1,11911,303933_830578944702_0729,-
942105,946801,P,2070,16,23.0,1,11911,303933_830578944702_0729,-
35809,635306,P,2052,6,18.0,1,61394,304708_818044644803_0729,-
312208,635306,P,2052,6,14.0,1,39307,304708_818044644803_0729,-
942105,946801,P,2070,16,23.0,1,11911,305170_830580944702_0729,-
942105,946801,P,2070,16,23.0,1,11911,305170_830580944702_0729,-
18502,16403,P,2052,17,23.0,1,4379,303546_815646018409_0729,-
18502,16403,P,2052,17,23.0,1,4379,303546_815646018409_0729,-
780302,781803,P,2155,18,23.0,1,1577,302280_822954806803_0729,-
780302,781803,P,2164,18,23.0,1,1577,302280_822954806803_0729,-
942105,946801,P,2061,16,23.0,1,11911,303071_814704942105_0729,-
942105,946801,P,2140,16,23.0,1,11911,303071_814704942105_0729,-
942105,946801,P,2140,16,23.0,1,11911,303964_830572942105_0729,-
942105,946801,P,2140,16,23.0,1,11911,303964_830572942105_0729,-
936903,801208,P,2070,6,21.0,1,58203,304382_817368770300_0729,-
936903,801208,P,2070,6,21.0,1,58203,304382_817368770300_0729,-
696206,806708,P,2052,1,15.0,1,15342,302191_830660648908_0729,-
696206,806708,P,2052,1,15.0,1,15342,302191_830660648908_0729,-
696206,806708,P,2043,1,15.0,1,15342,302191_830663770300_0729,-
696206,806708,P,2164,1,15.0,1,15342,302191_830663770300_0729,-
696206,806708,P,2094,1,15.0,1,15342,302191_830663770300_0729,-
696206,806708,P,2140,1,15.0,1,15342,302191_830667828501_0729,-
696206,806708,P,2135,1,15.0,1,15342,302191_830667828501_0729,-
696206,806708,P,2135,1,15.0,1,15342,302191_830667828501_0729,-
696206,806708,P,2135,1,15.0,1,15342,302191_830667828501_0729,-
644803,644708,P,2070,18,23.0,1,371,303953_823542594500_0729,-
644803,644708,P,2070,18,23.0,1,371,303953_823542594500_0729,-
547001,438406,P,2041,6,21.0,1,17803,304387_817379511404_0729,-
607607,438406,P,2058,6,13.0,1,11026,304387_817379511404_0729,-
607607,438406,P,2070,6,13.0,1,11026,304387_817379511404_0729,-
253508,250904,P,2155,18,23.0,1,1084,304760_818153220504_0729,-
253508,250904,P,2070,18,23.0,1,1084,304760_818153220504_0729,-
520901,596309,P,2070,6,14.0,1,24546,304771_818191051905_0729,-
520901,596309,P,2070,6,14.0,1,24546,304771_818191051905_0729,-
253508,251502,P,2061,18,23.0,1,1839,305157_829857792102_0729,-
253508,251502,P,2052,18,23.0,1,1839,305157_829857792102_0729,-
936903,850401,P,2070,6,18.0,1,38868,306035_822509892103_0729,-
936903,850401,P,2070,6,18.0,1,38868,306035_822509892103_0729,-
936903,862502,P,2155,6,18.0,1,38868,306195_823079891401_0729,-
927105,862502,P,2068,6,17.0,1,43470,306195_823079891401_0729,-
607607,613608,P,2070,6,13.0,1,6480,302661_813885542703_0729,-
607607,613608,P,2070,6,13.0,1,6480,302661_813885542703_0729,-
607607,613608,P,2070,6,13.0,1,6480,302661_813885542703_0729,-
607607,613608,P,2070,6,13.0,1,6480,302661_813885542703_0729,-
607607,613608,P,2070,6,13.0,1,6480,302661_813885542703_0729,-
607607,613608,P,2070,6,13.0,1,6480,302661_813885542703_0729,-
610703,611602,P,2061,18,23.0,1,1113,305207_819137520901_0729,-
610703,611602,P,2070,18,23.0,1,1113,305207_819137520901_0729,-
607607,611602,P,2070,6,14.0,1,10496,305207_819137520901_0729,-
696206,806708,P,2135,1,15.0,1,15342,302191_830658243607_0729,-
696206,806708,P,2067,1,15.0,1,15342,302191_830658243607_0729,-
230506,33409,P,2070,6,15.0,1,26679,303506_815565063006_0729,-
36905,33409,P,2070,6,12.0,1,668,303506_815565063006_0729,-
520901,513109,P,2164,6,13.0,1,11243,303965_830557644004_0729,-
617806,513109,P,2052,6,14.0,1,19054,303965_830557644004_0729,-
617806,526005,P,2052,6,15.0,1,23470,304357_817317657705_0729,-
617806,526005,P,2052,6,15.0,1,23470,304357_817317657705_0729,-
607607,625200,P,2070,6,13.0,1,6984,295565_821947255503_0729,-
607607,625200,P,2070,6,13.0,1,6984,295565_821947255503_0729,-
607607,610506,P,2070,6,14.0,1,9966,303935_816465262009_0729,-
607607,610506,P,2061,6,14.0,1,9966,303935_816465262009_0729,-
607607,610506,P,2061,6,14.0,1,9966,303935_816465262009_0729,-
261909,282002,P,2052,6,14.0,1,18394,305139_818977769407_0729,-
780800,282002,P,2050,6,15.0,1,33117,305139_818977769407_0729,-
851207,302304,P,2146,6,19.0,1,64972,303091_814750638003_0729,-
850609,302304,P,2052,6,19.0,1,64972,303091_814750638003_0729,-
758101,817102,P,2155,0,15.0,1,23876,303866_825851244208_0729,-
722203,817102,P,2135,0,16.0,1,29741,303866_825851244208_0729,-
722203,817102,P,2164,0,16.0,1,29741,303866_825855613608_0729,-
722203,817102,P,2164,0,16.0,1,29741,303866_825855613608_0729,-
617806,513109,P,2052,6,14.0,1,19054,303965_830558252401_0729,-
617806,513109,P,2070,6,14.0,1,19054,303965_830558252401_0729,-
180608,32406,P,2135,5,13.0,1,16234,304395_817402581106_0729,-
180608,32406,P,2153,5,13.0,1,16234,304395_817402581106_0729,-
831203,280904,P,2053,6,17.0,1,47403,303983_816601438506_0729,-
850204,280904,P,2140,6,19.0,1,58034,303983_816601438506_0729,-
700100,806708,P,2043,1,19.0,1,21494,302191_830671883809_0729,-
696102,806708,P,2071,1,15.0,1,15342,302191_830671883809_0729,-
984502,926403,P,2052,6,22.0,1,32115,302574_813699935506_0729,-
984502,926403,P,2052,6,22.0,1,32115,302574_813699935506_0729,-
607607,596402,P,2052,6,13.0,1,8031,303543_815634817507_0729,-
607607,596402,P,2052,6,13.0,1,8031,303543_815634817507_0729,-
723102,817102,P,2070,0,16.0,1,30326,303866_825850840109_0729,-
734304,817102,P,2070,0,18.0,1,37416,303866_825850840109_0729,-
722504,817102,P,2155,0,16.0,1,18033,303866_825853284101_0729,-
722504,817102,P,2155,0,16.0,1,18033,303866_825853284101_0729,-
943701,926403,P,2070,6,19.0,1,55919,303919_816400936903_0729,-
943701,926403,P,2070,6,19.0,1,55919,303919_816400936903_0729,-
943701,926403,P,2070,6,19.0,1,55919,303919_816400936903_0729,-
943701,926403,P,2070,6,19.0,1,55919,303919_816400936903_0729,-
890004,801208,P,2145,6,17.0,1,47403,304382_817370285602_0729,-
943701,801208,P,2044,6,22.0,1,59737,304382_817370285602_0729,-
557408,581407,P,2043,6,23.0,1,62837,304766_818164770005_0729,-
548305,581407,P,2164,6,21.0,1,56692,304766_818164770005_0729,-
36905,43504,P,2052,6,14.0,1,9072,307313_826992800008_0729,-
